[METADATA]
Name: brd14051
Dimension: 14051

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
10729: (5940, 9002)
10730: (5940, 9118)
10731: (5940, 10114)
10732: (5941, 5373)
10733: (5941, 5615)
10734: (5942, 4722)
10735: (5942, 7112)
10736: (5943, 5264)
10737: (5943, 7671)
10738: (5943, 10153)
10739: (5944, 3672)
10740: (5944, 9231)
10741: (5945, 3135)
10742: (5945, 3172)
10743: (5945, 3900)
10744: (5945, 7783)
10745: (5945, 9274)
10746: (5945, 9543)
10747: (5946, 2655)
10748: (5946, 10224)
10749: (5947, 3619)
10750: (5947, 7712)
10751: (5947, 9479)
10752: (5948, 3048)
10753: (5948, 8759)
10754: (5948, 9628)
10755: (5948, 9753)
10756: (5949, 4518)
10757: (5949, 5243)
10758: (5949, 8382)
10759: (5949, 8422)
10760: (5949, 9886)
10761: (5950, 4686)
10762: (5950, 7980)
10763: (5951, 9599)
10764: (5952, 4281)
10765: (5952, 4414)
10766: (5953, 3780)
10767: (5953, 5317)
10768: (5953, 5760)
10769: (5953, 8691)
10770: (5954, 2939)
10771: (5954, 3623)
10772: (5954, 7561)
10773: (5954, 8570)
10774: (5955, 3263)
10775: (5955, 7623)
10776: (5955, 8074)
10777: (5955, 9862)
10778: (5956, 2407)
10779: (5956, 7201)
10780: (5956, 7756)
10781: (5956, 8036)
10782: (5956, 9381)
10783: (5957, 2753)
10784: (5957, 3553)
10785: (5957, 3951)
10786: (5957, 7339)
10787: (5957, 9190)
10788: (5958, 3625)
10789: (5958, 5896)
10790: (5958, 9394)
10791: (5958, 9566)
10792: (5959, 2565)
10793: (5959, 5330)
10794: (5959, 7941)
10795: (5959, 9770)
10796: (5960, 3650)
10797: (5960, 3896)
10798: (5960, 4781)
10799: (5960, 4846)
10800: (5961, 5828)
10801: (5961, 8950)
10802: (5961, 9098)
10803: (5961, 9219)
10804: (5961, 10236)
10805: (5962, 3232)
10806: (5962, 9048)
10807: (5962, 9399)
10808: (5962, 10065)
10809: (5963, 4051)
10810: (5963, 5411)
10811: (5964, 2628)
10812: (5964, 3431)
10813: (5964, 9793)
10814: (5965, 2509)
10815: (5965, 4356)
10816: (5965, 7694)
10817: (5965, 7780)
10818: (5965, 7802)
10819: (5965, 7813)
10820: (5965, 7825)
10821: (5965, 9519)
10822: (5966, 2953)
10823: (5966, 3286)
10824: (5966, 3579)
10825: (5966, 5742)
10826: (5966, 7670)
10827: (5966, 9704)
10828: (5967, 4121)
10829: (5967, 5128)
10830: (5967, 5162)
10831: (5967, 5279)
10832: (5968, 2653)
10833: (5968, 3101)
10834: (5968, 3775)
10835: (5968, 4646)
10836: (5968, 9243)
10837: (5968, 9945)
10838: (5969, 3599)
10839: (5969, 4085)
10840: (5969, 7743)
10841: (5969, 8704)
10842: (5970, 2597)
10843: (5970, 3495)
10844: (5970, 4466)
10845: (5970, 8272)
10846: (5970, 8733)
10847: (5970, 9576)
10848: (5971, 2693)
10849: (5971, 3871)
10850: (5971, 5104)
10851: (5971, 5598)
10852: (5971, 8734)
10853: (5971, 9752)
10854: (5972, 3184)
10855: (5972, 4199)
10856: (5972, 4577)
10857: (5972, 4901)
10858: (5973, 2920)
10859: (5973, 5187)
10860: (5973, 9352)
10861: (5973, 9445)
10862: (5973, 9997)
10863: (5973, 10252)
10864: (5974, 3333)
10865: (5974, 7751)
10866: (5974, 9372)
10867: (5974, 9480)
10868: (5975, 3034)
10869: (5975, 5217)
10870: (5975, 5491)
10871: (5975, 8612)
10872: (5975, 9847)
10873: (5975, 10191)
10874: (5976, 5689)
10875: (5976, 7726)
10876: (5976, 7870)
10877: (5976, 8007)
10878: (5977, 2567)
10879: (5977, 3394)
10880: (5977, 3542)
10881: (5977, 3914)
10882: (5977, 7808)
10883: (5977, 8102)
10884: (5977, 9328)
10885: (5977, 9598)
10886: (5978, 9653)
10887: (5979, 3802)
10888: (5979, 4936)
10889: (5979, 4957)
10890: (5979, 10214)
10891: (5980, 2801)
10892: (5980, 9287)
10893: (5980, 9528)
10894: (5981, 4004)
10895: (5981, 9429)
10896: (5982, 9193)
10897: (5983, 7187)
10898: (5983, 7511)
10899: (5983, 7640)
10900: (5983, 8968)
10901: (5984, 3451)
10902: (5984, 4126)
10903: (5984, 5630)
10904: (5984, 9389)
10905: (5985, 7704)
10906: (5985, 8817)
10907: (5986, 5054)
10908: (5986, 7281)
10909: (5987, 7613)
10910: (5988, 5134)
10911: (5988, 7431)
10912: (5988, 8037)
10913: (5988, 9625)
10914: (5988, 10103)
10915: (5989, 2862)
10916: (5989, 3480)
10917: (5989, 3515)
10918: (5989, 5526)
10919: (5989, 7741)
10920: (5989, 9493)
10921: (5989, 9679)
10922: (5990, 4770)
10923: (5990, 7778)
10924: (5990, 9144)
10925: (5990, 9317)
10926: (5991, 9221)
10927: (5992, 4112)
10928: (5992, 7684)
10929: (5992, 8336)
10930: (5993, 4538)
10931: (5994, 4031)
10932: (5994, 4256)
10933: (5994, 9908)
10934: (5995, 2963)
10935: (5995, 4301)
10936: (5995, 5284)
10937: (5996, 4173)
10938: (5996, 8886)
10939: (5997, 10173)
10940: (5998, 7398)
10941: (5998, 9407)
10942: (5998, 9469)
10943: (5998, 9697)
10944: (5999, 7957)
10945: (5999, 8656)
10946: (5999, 9159)
10947: (6000, 3208)
10948: (6000, 5697)
10949: (6000, 9191)
10950: (6001, 3157)
10951: (6001, 3675)
10952: (6001, 4208)
10953: (6001, 4813)
10954: (6002, 3942)
10955: (6002, 8544)
10956: (6003, 5680)
10957: (6004, 7784)
10958: (6004, 8184)
10959: (6004, 9436)
10960: (6005, 9054)
10961: (6005, 9809)
10962: (6005, 10110)
10963: (6006, 2830)
10964: (6006, 3606)
10965: (6006, 9715)
10966: (6007, 3504)
10967: (6007, 7713)
10968: (6007, 8468)
10969: (6008, 3782)
10970: (6008, 5725)
10971: (6008, 8035)
10972: (6008, 9300)
10973: (6008, 9520)
10974: (6008, 9563)
10975: (6009, 2946)
10976: (6009, 3176)
10977: (6009, 3593)
10978: (6009, 7879)
10979: (6010, 3552)
10980: (6010, 3580)
10981: (6010, 3703)
10982: (6010, 7921)
10983: (6011, 3914)
10984: (6011, 9369)
10985: (6011, 9497)
10986: (6012, 4401)
10987: (6013, 3470)
10988: (6013, 3834)
10989: (6014, 3378)
10990: (6014, 3438)
10991: (6014, 5787)
10992: (6014, 8977)
10993: (6015, 3004)
10994: (6015, 3055)
10995: (6015, 9640)
10996: (6015, 10032)
10997: (6016, 2789)
10998: (6016, 3139)
10999: (6016, 5235)
11000: (6016, 8388)
11001: (6016, 8785)
11002: (6016, 9177)
11003: (6016, 9313)
11004: (6016, 9655)
11005: (6017, 5357)
11006: (6017, 7205)
11007: (6018, 9335)
11008: (6018, 9632)
11009: (6018, 10076)
11010: (6019, 2924)
11011: (6019, 3515)
11012: (6019, 4312)
11013: (6019, 4463)
11014: (6019, 7569)
11015: (6020, 8841)
11016: (6020, 9104)
11017: (6020, 9593)
11018: (6021, 5761)
11019: (6021, 7813)
11020: (6021, 10206)
11021: (6022, 9048)
11022: (6023, 3649)
11023: (6023, 5381)
11024: (6023, 7506)
11025: (6023, 9380)
11026: (6023, 9905)
11027: (6024, 4671)
11028: (6024, 5422)
11029: (6024, 7658)
11030: (6024, 9525)
11031: (6025, 5562)
11032: (6026, 3417)
11033: (6026, 4105)
11034: (6026, 4142)
11035: (6026, 5286)
11036: (6027, 3699)
11037: (6027, 4612)
11038: (6027, 5312)
11039: (6027, 8098)
11040: (6027, 8644)
11041: (6028, 7161)
11042: (6029, 4837)
11043: (6029, 9729)
11044: (6030, 3386)
11045: (6030, 5067)
11046: (6030, 8733)
11047: (6030, 9212)
11048: (6031, 2618)
11049: (6031, 3892)
11050: (6031, 4551)
11051: (6031, 4998)
11052: (6031, 5794)
11053: (6031, 7975)
11054: (6031, 9235)
11055: (6032, 9136)
11056: (6032, 9614)
11057: (6032, 9853)
11058: (6033, 2872)
11059: (6033, 8230)
11060: (6033, 8948)
11061: (6034, 2975)
11062: (6034, 3297)
11063: (6034, 4740)
11064: (6034, 7958)
11065: (6034, 9500)
11066: (6034, 9562)
11067: (6035, 3723)
11068: (6035, 9281)
11069: (6035, 9412)
11070: (6035, 10168)
11071: (6036, 3346)
11072: (6036, 4008)
11073: (6036, 4441)
11074: (6036, 8026)
11075: (6036, 9146)
11076: (6036, 9311)
11077: (6036, 9467)
11078: (6037, 4948)
11079: (6037, 9256)
11080: (6038, 5524)
11081: (6038, 9693)
11082: (6038, 10161)
11083: (6039, 5410)
11084: (6039, 9341)
11085: (6039, 9371)
11086: (6040, 7853)
11087: (6040, 8276)
11088: (6041, 2613)
11089: (6041, 4214)
11090: (6041, 7910)
11091: (6041, 8079)
11092: (6042, 3109)
11093: (6042, 3318)
11094: (6042, 3647)
11095: (6042, 8198)
11096: (6042, 9431)
11097: (6042, 9549)
11098: (6042, 9664)
11099: (6043, 8516)
11100: (6043, 9463)
11101: (6043, 10223)
11102: (6044, 3854)
11103: (6044, 5722)
11104: (6044, 7601)
11105: (6044, 9445)
11106: (6046, 5794)
11107: (6046, 9154)
11108: (6047, 8983)
11109: (6048, 7294)
11110: (6048, 8589)
11111: (6048, 9784)
11112: (6049, 8154)
11113: (6049, 8690)
11114: (6049, 9086)
11115: (6050, 9300)
11116: (6051, 2909)
11117: (6051, 5402)
11118: (6052, 4105)
11119: (6052, 7797)
11120: (6052, 8043)
11121: (6052, 8756)
11122: (6053, 9191)
11123: (6053, 10123)
11124: (6054, 7674)
11125: (6055, 3801)
11126: (6056, 3882)
11127: (6056, 8997)
11128: (6056, 9549)
11129: (6056, 9589)
11130: (6057, 2626)
11131: (6057, 3370)
11132: (6057, 4091)
11133: (6057, 4658)
11134: (6057, 5019)
11135: (6057, 7642)
11136: (6057, 9994)
11137: (6058, 3053)
11138: (6058, 3225)
11139: (6058, 3920)
11140: (6058, 8620)
11141: (6058, 8816)
11142: (6059, 3218)
11143: (6059, 5137)
11144: (6059, 5507)
11145: (6059, 9112)
11146: (6060, 2586)
11147: (6060, 3963)
11148: (6060, 4322)
11149: (6060, 7501)
11150: (6061, 2725)
11151: (6061, 3686)
11152: (6061, 7395)
11153: (6061, 8968)
11154: (6062, 5108)
11155: (6063, 7981)
11156: (6063, 9794)
11157: (6064, 4009)
11158: (6064, 4391)
11159: (6064, 4780)
11160: (6065, 3263)
11161: (6065, 9489)
11162: (6066, 3610)
11163: (6066, 4247)
11164: (6066, 7696)
11165: (6066, 8377)
11166: (6067, 2996)
11167: (6067, 7936)
11168: (6067, 8700)
11169: (6067, 9380)
11170: (6068, 9161)
11171: (6068, 10120)
11172: (6070, 3639)
11173: (6070, 4685)
11174: (6070, 9468)
11175: (6070, 9631)
11176: (6070, 9932)
11177: (6071, 3154)
11178: (6071, 4863)
11179: (6071, 5757)
11180: (6071, 7726)
11181: (6071, 7751)
11182: (6071, 7865)
11183: (6071, 9216)
11184: (6072, 3542)
11185: (6072, 7563)
11186: (6072, 9233)
11187: (6072, 9263)
11188: (6073, 8101)
11189: (6073, 8469)
11190: (6073, 8876)
11191: (6073, 9299)
11192: (6073, 9357)
11193: (6073, 9418)
11194: (6074, 3652)
11195: (6074, 3730)
11196: (6074, 4385)
11197: (6074, 9511)
11198: (6075, 2660)
11199: (6075, 4197)
11200: (6075, 7167)
11201: (6075, 7483)
11202: (6075, 8781)
11203: (6075, 9568)
11204: (6076, 3193)
11205: (6076, 3462)
11206: (6076, 3514)
11207: (6076, 4065)
11208: (6076, 4500)
11209: (6076, 5220)
11210: (6076, 9533)
11211: (6077, 9319)
11212: (6078, 2967)
11213: (6078, 4427)
11214: (6078, 5367)
11215: (6078, 8470)
11216: (6078, 8735)
11217: (6079, 2765)
11218: (6079, 3999)
11219: (6079, 5264)
11220: (6079, 5427)
11221: (6079, 9403)
11222: (6080, 4611)
11223: (6081, 4150)
11224: (6081, 4458)
11225: (6081, 9600)
11226: (6082, 3300)
11227: (6082, 7885)
11228: (6082, 8430)
11229: (6083, 4346)
11230: (6083, 8077)
11231: (6084, 7836)
11232: (6084, 9015)
11233: (6084, 9719)
11234: (6084, 10194)
11235: (6085, 5628)
11236: (6086, 8302)
11237: (6086, 9372)
11238: (6088, 3105)
11239: (6088, 9547)
11240: (6089, 4537)
11241: (6089, 5158)
11242: (6089, 7695)
11243: (6089, 7940)
11244: (6090, 3973)
11245: (6090, 5474)
11246: (6091, 4929)
11247: (6091, 5542)
11248: (6091, 7738)
11249: (6091, 9882)
11250: (6091, 10073)
11251: (6092, 8222)
11252: (6093, 3480)
11253: (6093, 4112)
11254: (6093, 4961)
11255: (6093, 9352)
11256: (6093, 9840)
11257: (6094, 3125)
11258: (6094, 8949)
11259: (6094, 9283)
11260: (6094, 10157)
11261: (6095, 3358)
11262: (6095, 7808)
11263: (6095, 9691)
11264: (6096, 5687)
11265: (6097, 3829)
11266: (6097, 7207)
11267: (6097, 9422)
11268: (6098, 3720)
11269: (6098, 4198)
11270: (6098, 4722)
11271: (6098, 9121)
11272: (6098, 9582)
11273: (6099, 3312)
11274: (6099, 4238)
11275: (6099, 4661)
11276: (6099, 8089)
11277: (6100, 9900)
11278: (6101, 2921)
11279: (6101, 3683)
11280: (6101, 3895)
11281: (6101, 8538)
11282: (6101, 9473)
11283: (6102, 3285)
11284: (6102, 3812)
11285: (6102, 7652)
11286: (6102, 8323)
11287: (6102, 9509)
11288: (6103, 4338)
11289: (6103, 4768)
11290: (6103, 7779)
11291: (6104, 3003)
11292: (6104, 7684)
11293: (6104, 8650)
11294: (6105, 8186)
11295: (6105, 8837)
11296: (6106, 3595)
11297: (6106, 5600)
11298: (6106, 9266)
11299: (6107, 8989)
11300: (6108, 5385)
11301: (6108, 9697)
11302: (6110, 3436)
11303: (6110, 4974)
11304: (6110, 8165)
11305: (6110, 9680)
11306: (6112, 3219)
11307: (6112, 4080)
11308: (6112, 8896)
11309: (6113, 4901)
11310: (6113, 5658)
11311: (6113, 7313)
11312: (6113, 9370)
11313: (6114, 3860)
11314: (6114, 7970)
11315: (6114, 8030)
11316: (6114, 9427)
11317: (6115, 4813)
11318: (6115, 9332)
11319: (6115, 9555)
11320: (6115, 9752)
11321: (6116, 3188)
11322: (6116, 5287)
11323: (6116, 9081)
11324: (6117, 8604)
11325: (6118, 3334)
11326: (6118, 5541)
11327: (6118, 7856)
11328: (6119, 9488)
11329: (6120, 5747)
11330: (6120, 9521)
11331: (6121, 3169)
11332: (6121, 7157)
11333: (6122, 7763)
11334: (6123, 8334)
11335: (6123, 9629)
11336: (6123, 9833)
11337: (6123, 9929)
11338: (6124, 8518)
11339: (6124, 8704)
11340: (6124, 8753)
11341: (6124, 10026)
11342: (6125, 4142)
11343: (6125, 5059)
11344: (6126, 4378)
11345: (6126, 5137)
11346: (6126, 5482)
11347: (6127, 3650)
11348: (6128, 2914)
11349: (6129, 7894)
11350: (6129, 7944)
11351: (6129, 9326)
11352: (6130, 2749)
11353: (6130, 3354)
11354: (6130, 4037)
11355: (6131, 3071)
11356: (6131, 3738)
11357: (6131, 4455)
11358: (6131, 7212)
11359: (6132, 9497)
11360: (6133, 3493)
11361: (6133, 5014)
11362: (6133, 8545)
11363: (6134, 9127)
11364: (6135, 2841)
11365: (6135, 3831)
11366: (6136, 3929)
11367: (6137, 3885)
11368: (6138, 5264)
11369: (6138, 7987)
11370: (6138, 8872)
11371: (6139, 4239)
11372: (6139, 4344)
11373: (6139, 5379)
11374: (6139, 9511)
11375: (6139, 9786)
11376: (6140, 5459)
11377: (6141, 7810)
11378: (6141, 8140)
11379: (6141, 8799)
11380: (6141, 9484)
11381: (6141, 9566)
11382: (6142, 3969)
11383: (6142, 5404)
11384: (6143, 9866)
11385: (6145, 3029)
11386: (6145, 3420)
11387: (6145, 9524)
11388: (6145, 10054)
11389: (6145, 10135)
11390: (6146, 3786)
11391: (6146, 4617)
11392: (6146, 9590)
11393: (6146, 9754)
11394: (6147, 3131)
11395: (6147, 8081)
11396: (6147, 10146)
11397: (6148, 5200)
11398: (6148, 7745)
11399: (6148, 9909)
11400: (6149, 2964)
11401: (6149, 3303)
11402: (6149, 4127)
11403: (6150, 7862)
11404: (6150, 8374)
11405: (6151, 4726)
11406: (6151, 9547)
11407: (6152, 4750)
11408: (6152, 7920)
11409: (6152, 8464)
11410: (6153, 4990)
11411: (6153, 7693)
11412: (6153, 8211)
11413: (6153, 8506)
11414: (6153, 10186)
11415: (6154, 3107)
11416: (6154, 4789)
11417: (6154, 7244)
11418: (6154, 7772)
11419: (6154, 8063)
11420: (6154, 9288)
11421: (6154, 9621)
11422: (6155, 3848)
11423: (6155, 5095)
11424: (6155, 9918)
11425: (6156, 7847)
11426: (6156, 9048)
11427: (6157, 2785)
11428: (6157, 9419)
11429: (6158, 4544)
11430: (6158, 8835)
11431: (6158, 9320)
11432: (6159, 8229)
11433: (6159, 8673)
11434: (6159, 9467)
11435: (6159, 9511)
11436: (6160, 3281)
11437: (6160, 4284)
11438: (6160, 9394)
11439: (6161, 4002)
11440: (6161, 4924)
11441: (6161, 5627)
11442: (6163, 4030)
11443: (6163, 8171)
11444: (6164, 8012)
11445: (6164, 9023)
11446: (6165, 5261)
11447: (6165, 7724)
11448: (6165, 8133)
11449: (6165, 8950)
11450: (6167, 4325)
11451: (6167, 5058)
11452: (6167, 5123)
11453: (6167, 8959)
11454: (6168, 4069)
11455: (6168, 5314)
11456: (6168, 7829)
11457: (6168, 7844)
11458: (6168, 8083)
11459: (6168, 9522)
11460: (6168, 9843)
11461: (6169, 2719)
11462: (6169, 3583)
11463: (6169, 7885)
11464: (6169, 8898)
11465: (6171, 2860)
11466: (6173, 3531)
11467: (6173, 5472)
11468: (6174, 2704)
11469: (6174, 4187)
11470: (6174, 8543)
11471: (6174, 9344)
11472: (6175, 3686)
11473: (6175, 8430)
11474: (6175, 8716)
11475: (6176, 3067)
11476: (6176, 3213)
11477: (6176, 4229)
11478: (6176, 4943)
11479: (6177, 4867)
11480: (6177, 8762)
11481: (6178, 4968)
11482: (6179, 3239)
11483: (6179, 3322)
11484: (6179, 9528)
11485: (6180, 3556)
11486: (6180, 4372)
11487: (6180, 9433)
11488: (6181, 3420)
11489: (6181, 4442)
11490: (6182, 2890)
11491: (6182, 3614)
11492: (6182, 3655)
11493: (6182, 5551)
11494: (6182, 9964)
11495: (6183, 4161)
11496: (6183, 4677)
11497: (6184, 3707)
11498: (6184, 8147)
11499: (6184, 9725)
11500: (6185, 4292)
11501: (6186, 3364)
11502: (6186, 8590)
11503: (6187, 4108)
11504: (6187, 5613)
11505: (6188, 5246)
11506: (6188, 5564)
11507: (6189, 3173)
11508: (6189, 4133)
11509: (6189, 5047)
11510: (6189, 8650)
11511: (6190, 2966)
11512: (6190, 4236)
11513: (6190, 9002)
11514: (6190, 9531)
11515: (6191, 3871)
11516: (6191, 4791)
11517: (6191, 10118)
11518: (6192, 5055)
11519: (6193, 3966)
11520: (6193, 7694)
11521: (6193, 8057)
11522: (6193, 9764)
11523: (6194, 3736)
11524: (6194, 8172)
11525: (6194, 8809)
11526: (6194, 9994)
11527: (6195, 4831)
11528: (6196, 3463)
11529: (6196, 7943)
11530: (6197, 9505)
11531: (6198, 4503)
11532: (6200, 4627)
11533: (6201, 5376)
11534: (6202, 9423)
11535: (6203, 9027)
11536: (6204, 7815)
11537: (6204, 9390)
11538: (6205, 5364)
11539: (6206, 2835)
11540: (6206, 4074)
11541: (6206, 4604)
11542: (6206, 8201)
11543: (6207, 2735)
11544: (6207, 3092)
11545: (6207, 5495)
11546: (6207, 7731)
11547: (6207, 9464)
11548: (6208, 4477)
11549: (6209, 2787)
11550: (6209, 5304)
11551: (6210, 3760)
11552: (6210, 7693)
11553: (6211, 3037)
11554: (6211, 4214)
11555: (6211, 8010)
11556: (6211, 8910)
11557: (6212, 3137)
11558: (6212, 8253)
11559: (6213, 2924)
11560: (6213, 3789)
11561: (6213, 8927)
11562: (6214, 3568)
11563: (6214, 5236)
11564: (6214, 7781)
11565: (6215, 3897)
11566: (6215, 8089)
11567: (6216, 3437)
11568: (6216, 4063)
11569: (6216, 4287)
11570: (6216, 8967)
11571: (6218, 8349)
11572: (6219, 3521)
11573: (6219, 5415)
11574: (6219, 8794)
11575: (6220, 3372)
11576: (6220, 9944)
11577: (6221, 3237)
11578: (6221, 4985)
11579: (6222, 5158)
11580: (6222, 8397)
11581: (6223, 9811)
11582: (6224, 3073)
11583: (6224, 3403)
11584: (6224, 8196)
11585: (6225, 2962)
11586: (6226, 3494)
11587: (6226, 4727)
11588: (6226, 10050)
11589: (6227, 3958)
11590: (6227, 4593)
11591: (6227, 5586)
11592: (6227, 8680)
11593: (6228, 2739)
11594: (6228, 2981)
11595: (6228, 3287)
11596: (6228, 3681)
11597: (6228, 5292)
11598: (6228, 8312)
11599: (6228, 10171)
11600: (6229, 8577)
11601: (6230, 10092)
11602: (6231, 5445)
11603: (6231, 9996)
11604: (6232, 3120)
11605: (6232, 4996)
11606: (6234, 2697)
11607: (6234, 3715)
11608: (6235, 3918)
11609: (6235, 4252)
11610: (6235, 4681)
11611: (6235, 8615)
11612: (6235, 9423)
11613: (6236, 5364)
11614: (6237, 5119)
11615: (6237, 7962)
11616: (6238, 3318)
11617: (6238, 5243)
11618: (6238, 5280)
11619: (6240, 4512)
11620: (6240, 7900)
11621: (6241, 4047)
11622: (6241, 5267)
11623: (6241, 9376)
11624: (6242, 5031)
11625: (6243, 3796)
11626: (6243, 4821)
11627: (6243, 4898)
11628: (6243, 5023)
11629: (6243, 5559)
11630: (6243, 10118)
11631: (6244, 3096)
11632: (6244, 4160)
11633: (6245, 2932)
11634: (6246, 3050)
11635: (6246, 9499)
11636: (6247, 3216)
11637: (6247, 3610)
11638: (6248, 4451)
11639: (6248, 7707)
11640: (6248, 8917)
11641: (6249, 10065)
11642: (6250, 3169)
11643: (6250, 3574)
11644: (6250, 5398)
11645: (6250, 7992)
11646: (6251, 3240)
11647: (6251, 4351)
11648: (6251, 5105)
11649: (6252, 4087)
11650: (6252, 5207)
11651: (6252, 8229)
11652: (6252, 9381)
11653: (6253, 3761)
11654: (6254, 4196)
11655: (6254, 10087)
11656: (6255, 4456)
11657: (6255, 8120)
11658: (6256, 3377)
11659: (6256, 8955)
11660: (6257, 4537)
11661: (6257, 8889)
11662: (6257, 10216)
11663: (6258, 3451)
11664: (6258, 3554)
11665: (6258, 3930)
11666: (6258, 4215)
11667: (6258, 4913)
11668: (6258, 5335)
11669: (6258, 5611)
11670: (6259, 8990)
11671: (6260, 8739)
11672: (6261, 3660)
11673: (6261, 8057)
11674: (6262, 4012)
11675: (6262, 10167)
11676: (6263, 4145)
11677: (6263, 8342)
11678: (6264, 8810)
11679: (6265, 3818)
11680: (6266, 2734)
11681: (6267, 5777)
11682: (6267, 8771)
11683: (6268, 3846)
11684: (6268, 9474)
11685: (6269, 2882)
11686: (6269, 4260)
11687: (6269, 7775)
11688: (6270, 5376)
11689: (6272, 3135)
11690: (6272, 3646)
11691: (6272, 4630)
11692: (6272, 8264)
11693: (6272, 8279)
11694: (6273, 8612)
11695: (6274, 4305)
11696: (6274, 5314)
11697: (6274, 7704)
11698: (6276, 5063)
11699: (6277, 3352)
11700: (6277, 4457)
11701: (6278, 3311)
11702: (6278, 8696)
11703: (6278, 10017)
11704: (6280, 2692)
11705: (6280, 5125)
11706: (6280, 5254)
11707: (6281, 3100)
11708: (6281, 8163)
11709: (6282, 3050)
11710: (6282, 5368)
11711: (6282, 5507)
11712: (6282, 8215)
11713: (6283, 3684)
11714: (6283, 4881)
11715: (6283, 7740)
11716: (6284, 4410)
11717: (6284, 5741)
11718: (6285, 3541)
11719: (6285, 3866)
11720: (6285, 7839)
11721: (6285, 10103)
11722: (6285, 10263)
11723: (6286, 2745)
11724: (6286, 3174)
11725: (6286, 3715)
11726: (6288, 3965)
11727: (6288, 4806)
11728: (6288, 5469)
11729: (6289, 2787)
11730: (6290, 3215)
11731: (6290, 4942)
11732: (6290, 8942)
11733: (6291, 3828)
11734: (6291, 4477)
11735: (6292, 2985)
11736: (6292, 4211)
11737: (6292, 5434)
11738: (6294, 4100)
11739: (6295, 3275)
11740: (6296, 3767)
11741: (6297, 4833)
11742: (6298, 4737)
11743: (6300, 4596)
11744: (6301, 5643)
11745: (6301, 7716)
11746: (6302, 3110)
11747: (6302, 4285)
11748: (6302, 7876)
11749: (6303, 3038)
11750: (6303, 4662)
11751: (6304, 5068)
11752: (6304, 5325)
11753: (6304, 7901)
11754: (6304, 7951)
11755: (6304, 8095)
11756: (6305, 3592)
11757: (6306, 3973)
11758: (6306, 8039)
11759: (6307, 4178)
11760: (6307, 5583)
11761: (6307, 10185)
11762: (6308, 2704)
11763: (6308, 3373)
11764: (6308, 4346)
11765: (6308, 5818)
11766: (6309, 5417)
11767: (6310, 3333)
11768: (6310, 4519)
11769: (6310, 7851)
11770: (6310, 8584)
11771: (6311, 2923)
11772: (6311, 5140)
11773: (6311, 8882)
11774: (6311, 10210)
11775: (6312, 3050)
11776: (6312, 3074)
11777: (6312, 3404)
11778: (6312, 5302)
11779: (6313, 2684)
11780: (6313, 3623)
11781: (6313, 7762)
11782: (6313, 7825)
11783: (6314, 8663)
11784: (6315, 5606)
11785: (6315, 8732)
11786: (6316, 3080)
11787: (6317, 4976)
11788: (6318, 8076)
11789: (6318, 8614)
11790: (6319, 3568)
11791: (6320, 7723)
11792: (6321, 4147)
11793: (6322, 3791)
11794: (6322, 4028)
11795: (6322, 4250)
11796: (6322, 5249)
11797: (6322, 8118)
11798: (6323, 3203)
11799: (6324, 3425)
11800: (6324, 4316)
11801: (6325, 4927)
11802: (6326, 3169)
11803: (6326, 3479)
11804: (6326, 3839)
11805: (6326, 4868)
11806: (6326, 5062)
11807: (6326, 7835)
11808: (6327, 3905)
11809: (6327, 5156)
11810: (6328, 4553)
11811: (6328, 5385)
11812: (6328, 7923)
11813: (6328, 10106)
11814: (6329, 5541)
11815: (6330, 3273)
11816: (6332, 5484)
11817: (6333, 3853)
11818: (6333, 4497)
11819: (6333, 10346)
11820: (6334, 2969)
11821: (6334, 3976)
11822: (6335, 2882)
11823: (6335, 3447)
11824: (6335, 3933)
11825: (6337, 7998)
11826: (6339, 5682)
11827: (6339, 8766)
11828: (6340, 3752)
11829: (6340, 10384)
11830: (6341, 4043)
11831: (6341, 4406)
11832: (6341, 4752)
11833: (6341, 4796)
11834: (6341, 5789)
11835: (6341, 7895)
11836: (6342, 7799)
11837: (6343, 5192)
11838: (6344, 3354)
11839: (6344, 3653)
11840: (6344, 3804)
11841: (6344, 10062)
11842: (6345, 3338)
11843: (6345, 5344)
11844: (6345, 5534)
11845: (6346, 8836)
11846: (6347, 2842)
11847: (6347, 3679)
11848: (6347, 5016)
11849: (6347, 7779)
11850: (6348, 4871)
11851: (6348, 5316)
11852: (6349, 4293)
11853: (6350, 3258)
11854: (6350, 3634)
11855: (6351, 4381)
11856: (6351, 4499)
11857: (6352, 2814)
11858: (6352, 3307)
11859: (6352, 3837)
11860: (6352, 5414)
11861: (6352, 10399)
11862: (6353, 3386)
11863: (6353, 4155)
11864: (6353, 4185)
11865: (6353, 5365)
11866: (6354, 3595)
11867: (6354, 4986)
11868: (6354, 5280)
11869: (6354, 7931)
11870: (6354, 10266)
11871: (6355, 3618)
11872: (6355, 3813)
11873: (6355, 5755)
11874: (6357, 5568)
11875: (6357, 5693)
11876: (6358, 3472)
11877: (6358, 5547)
11878: (6359, 2750)
11879: (6359, 4828)
11880: (6359, 5615)
11881: (6360, 4855)
11882: (6360, 10097)
11883: (6361, 3196)
11884: (6362, 3352)
11885: (6362, 4109)
11886: (6362, 4341)
11887: (6362, 4918)
11888: (6363, 2929)
11889: (6363, 4607)
