[METADATA]
Name: d15112
Dimension: 15112

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
12151: (8213, 2392)
12152: (6158, 2157)
12153: (9579, 3897)
12154: (16063, 12470)
12155: (3756, 7992)
12156: (2838, 7909)
12157: (10371, 11409)
12158: (15291, 15031)
12159: (10894, 19516)
12160: (6683, 16673)
12161: (15129, 19988)
12162: (3800, 18546)
12163: (10074, 11774)
12164: (3449, 12722)
12165: (12416, 13086)
12166: (17222, 14862)
12167: (6677, 22236)
12168: (5291, 6238)
12169: (15200, 19829)
12170: (8995, 9558)
12171: (6315, 4615)
12172: (8978, 17487)
12173: (10654, 16288)
12174: (10210, 1949)
12175: (13007, 2716)
12176: (13274, 19611)
12177: (1249, 9016)
12178: (8784, 20337)
12179: (8420, 12177)
12180: (3756, 597)
12181: (2468, 7334)
12182: (9080, 15516)
12183: (17176, 12346)
12184: (16750, 11408)
12185: (4328, 10000)
12186: (6858, 6364)
12187: (14015, 15327)
12188: (16226, 13185)
12189: (4427, 3680)
12190: (9081, 10967)
12191: (9262, 11761)
12192: (14001, 17447)
12193: (10224, 17177)
12194: (9787, 11026)
12195: (8489, 13033)
12196: (14241, 16103)
12197: (8998, 20830)
12198: (6800, 18587)
12199: (7304, 20984)
12200: (10785, 1906)
12201: (15313, 16512)
12202: (9507, 762)
12203: (10282, 12299)
12204: (13239, 13954)
12205: (13900, 14321)
12206: (13005, 12628)
12207: (10770, 856)
12208: (10755, 14726)
12209: (11585, 17210)
12210: (5461, 7404)
12211: (10921, 19728)
12212: (7515, 2165)
12213: (3928, 9153)
12214: (3947, 2848)
12215: (3796, 10527)
12216: (3634, 10556)
12217: (3545, 6965)
12218: (16266, 11769)
12219: (12726, 10604)
12220: (13831, 11435)
12221: (16680, 16319)
12222: (15621, 18562)
12223: (7422, 15612)
12224: (13411, 1775)
12225: (14689, 12223)
12226: (3231, 7755)
12227: (8585, 14034)
12228: (10998, 1275)
12229: (7443, 19680)
12230: (6709, 21805)
12231: (7738, 19823)
12232: (11246, 16272)
12233: (8350, 18740)
12234: (5065, 3571)
12235: (1134, 8486)
12236: (1167, 8475)
12237: (13089, 17048)
12238: (6484, 15331)
12239: (10322, 15513)
12240: (8512, 7065)
12241: (7890, 21820)
12242: (8741, 14484)
12243: (8201, 14444)
12244: (1809, 7942)
12245: (14489, 21987)
12246: (14248, 9887)
12247: (8188, 15375)
12248: (3614, 8084)
12249: (12136, 11143)
12250: (3354, 10172)
12251: (14289, 11268)
12252: (15487, 11181)
12253: (14664, 11297)
12254: (15950, 11937)
12255: (15156, 10273)
12256: (17493, 11326)
12257: (14266, 17879)
12258: (1431, 8454)
12259: (8679, 6960)
12260: (11318, 10199)
12261: (11453, 10695)
12262: (5538, 1926)
12263: (1179, 8743)
12264: (12538, 8727)
12265: (13422, 16488)
12266: (12875, 12896)
12267: (13181, 13889)
12268: (11740, 9170)
12269: (2679, 6669)
12270: (14950, 15694)
12271: (9029, 21555)
12272: (168, 11590)
12273: (6168, 8290)
12274: (9171, 10522)
12275: (7499, 22136)
12276: (883, 9029)
12277: (16872, 13412)
12278: (15045, 22005)
12279: (3266, 13546)
12280: (9832, 20286)
12281: (11918, 20387)
12282: (12883, 20717)
12283: (6761, 18685)
12284: (10382, 9369)
12285: (4696, 9224)
12286: (3742, 9863)
12287: (4689, 7740)
12288: (3808, 6689)
12289: (17255, 14713)
12290: (12816, 16495)
12291: (13164, 21299)
12292: (9586, 14675)
12293: (3331, 14030)
12294: (8332, 2845)
12295: (3995, 13980)
12296: (16118, 13089)
12297: (15610, 17518)
12298: (11236, 5685)
12299: (578, 8705)
12300: (2587, 8503)
12301: (12087, 12998)
12302: (8770, 8242)
12303: (6219, 6698)
12304: (1850, 9278)
12305: (13228, 14369)
12306: (2522, 7542)
12307: (15405, 15475)
12308: (13282, 16517)
12309: (11815, 11108)
12310: (13772, 11844)
12311: (12948, 14453)
12312: (14517, 14349)
12313: (6209, 4868)
12314: (15724, 17513)
12315: (3517, 9707)
12316: (3657, 9852)
12317: (8577, 20170)
12318: (10271, 18846)
12319: (8511, 3539)
12320: (11597, 5531)
12321: (11861, 9659)
12322: (10018, 6491)
12323: (8600, 12936)
12324: (454, 8735)
12325: (504, 8368)
12326: (11565, 19148)
12327: (13256, 18371)
12328: (3860, 2216)
12329: (11720, 7827)
12330: (13895, 14127)
12331: (15570, 10693)
12332: (9924, 8726)
12333: (8047, 14560)
12334: (10604, 16030)
12335: (10634, 9067)
12336: (8499, 12047)
12337: (9468, 15080)
12338: (4199, 5696)
12339: (2292, 9442)
12340: (9216, 19865)
12341: (9397, 19127)
12342: (14788, 11454)
12343: (11025, 13040)
12344: (14579, 19954)
12345: (14024, 20463)
12346: (6191, 16568)
12347: (10321, 16779)
12348: (4076, 7563)
12349: (5042, 10442)
12350: (2674, 10705)
12351: (10093, 10658)
12352: (6340, 5799)
12353: (4302, 10921)
12354: (12082, 4218)
12355: (10335, 9624)
12356: (13831, 1281)
12357: (8781, 19501)
12358: (10673, 3086)
12359: (13523, 21023)
12360: (3138, 7277)
12361: (3084, 7309)
12362: (9664, 20881)
12363: (9349, 19813)
12364: (2045, 9691)
12365: (3772, 9729)
12366: (11255, 13182)
12367: (2580, 7400)
12368: (14444, 15398)
12369: (13048, 18982)
12370: (16459, 16708)
12371: (12509, 12873)
12372: (12831, 17020)
12373: (8430, 20167)
12374: (7249, 22677)
12375: (7208, 20816)
12376: (11898, 18769)
12377: (6603, 2116)
12378: (6689, 2061)
12379: (7791, 518)
12380: (12161, 10278)
12381: (8924, 12223)
12382: (7101, 22276)
12383: (13341, 10274)
12384: (12191, 11173)
12385: (8955, 13021)
12386: (12245, 18348)
12387: (9889, 13972)
12388: (3977, 5484)
12389: (12832, 19213)
12390: (7564, 20752)
12391: (14561, 2745)
12392: (13967, 3653)
12393: (10972, 6861)
12394: (828, 10190)
12395: (3541, 9425)
12396: (3195, 8164)
12397: (17269, 13711)
12398: (5145, 3810)
12399: (9525, 9299)
12400: (8489, 6616)
12401: (3175, 7630)
12402: (5777, 4209)
12403: (6357, 22020)
12404: (4149, 2196)
12405: (6165, 4081)
12406: (11076, 945)
12407: (10337, 10422)
12408: (5788, 1096)
12409: (3872, 9058)
12410: (4904, 10205)
12411: (7549, 9068)
12412: (5899, 5801)
12413: (743, 8206)
12414: (4406, 4269)
12415: (2739, 9921)
12416: (12443, 4968)
12417: (6327, 1218)
12418: (10318, 13292)
12419: (9186, 19598)
12420: (7301, 18389)
12421: (3682, 7281)
12422: (10552, 10127)
12423: (14074, 12774)
12424: (15352, 12445)
12425: (17769, 13064)
12426: (3429, 7554)
12427: (15796, 11389)
12428: (8508, 17965)
12429: (12952, 1622)
12430: (3483, 17087)
12431: (8698, 14976)
12432: (7422, 11980)
12433: (3636, 1683)
12434: (13411, 13355)
12435: (10033, 14675)
12436: (12502, 11130)
12437: (10435, 11768)
12438: (6402, 22615)
12439: (8257, 21284)
12440: (4590, 7821)
12441: (14344, 12543)
12442: (3658, 10434)
12443: (7649, 22903)
12444: (12401, 12006)
12445: (4519, 13107)
12446: (12825, 9072)
12447: (17746, 11880)
12448: (17046, 11647)
12449: (2776, 7996)
12450: (2840, 7934)
12451: (2468, 11907)
12452: (11550, 10348)
12453: (6989, 22449)
12454: (7489, 13535)
12455: (9180, 12221)
12456: (9299, 12532)
12457: (6818, 22494)
12458: (5045, 9874)
12459: (10302, 4639)
12460: (10740, 16012)
12461: (10537, 10407)
12462: (7918, 17472)
12463: (9692, 17123)
12464: (8633, 7590)
12465: (1555, 7404)
12466: (14031, 17023)
12467: (15626, 17175)
12468: (8278, 7211)
12469: (6730, 8365)
12470: (7374, 20037)
12471: (3694, 7822)
12472: (13660, 20109)
12473: (16166, 18645)
12474: (10333, 14924)
12475: (8226, 6807)
12476: (9940, 12409)
12477: (8560, 9586)
12478: (10593, 9281)
12479: (9400, 11228)
12480: (10529, 8860)
12481: (15992, 4086)
12482: (14122, 17694)
12483: (2649, 7247)
12484: (6525, 3080)
12485: (11424, 11647)
12486: (15393, 13601)
12487: (2902, 7667)
12488: (1116, 13358)
12489: (8994, 1853)
12490: (8808, 3563)
12491: (8844, 317)
12492: (8106, 11477)
12493: (7279, 21509)
12494: (15098, 17090)
12495: (16736, 16669)
12496: (9648, 13443)
12497: (15464, 13218)
12498: (14212, 12048)
12499: (13563, 9777)
12500: (2823, 8480)
12501: (6779, 17869)
12502: (12886, 2193)
12503: (12661, 16660)
12504: (3571, 7911)
12505: (8064, 10206)
12506: (3652, 17175)
12507: (5605, 2088)
12508: (3498, 7850)
12509: (10140, 5514)
12510: (1523, 8238)
12511: (7574, 11622)
12512: (14929, 12693)
12513: (14823, 20108)
12514: (10350, 6868)
12515: (11764, 9485)
12516: (11968, 8690)
12517: (10790, 971)
12518: (3467, 9024)
12519: (5915, 6108)
12520: (15469, 17125)
12521: (10735, 9693)
12522: (1408, 8076)
12523: (11822, 7774)
12524: (16455, 14715)
12525: (11943, 7483)
12526: (3345, 15649)
12527: (5299, 14882)
12528: (14775, 14989)
12529: (12220, 12233)
12530: (13875, 11538)
12531: (3105, 8411)
12532: (2427, 9632)
12533: (4987, 6014)
12534: (12415, 13049)
12535: (15234, 4809)
12536: (7101, 5078)
12537: (3946, 19995)
12538: (11478, 11720)
12539: (2330, 6068)
12540: (4413, 7604)
12541: (3830, 5644)
12542: (17578, 11326)
12543: (13678, 21122)
12544: (12409, 13206)
12545: (13177, 21713)
12546: (3610, 7736)
12547: (14578, 19386)
12548: (12721, 11384)
12549: (11470, 18823)
12550: (7756, 4571)
12551: (6571, 23093)
12552: (9173, 16797)
12553: (17864, 12666)
12554: (15663, 15724)
12555: (15751, 15671)
12556: (16912, 13113)
12557: (16829, 13290)
12558: (4163, 7759)
12559: (7392, 15013)
12560: (9279, 10266)
12561: (2801, 12513)
12562: (12966, 13059)
12563: (10619, 11669)
12564: (17616, 12448)
12565: (13561, 12894)
12566: (14481, 15582)
12567: (6904, 3268)
12568: (9417, 9571)
12569: (13460, 10656)
12570: (12016, 10841)
12571: (9751, 9781)
12572: (14778, 10997)
12573: (16826, 14608)
12574: (11401, 16134)
12575: (12857, 14471)
12576: (7255, 19406)
12577: (4433, 7927)
12578: (10656, 8170)
12579: (9300, 17137)
12580: (5276, 18929)
12581: (13631, 6616)
12582: (16246, 11332)
12583: (6281, 10746)
12584: (10005, 2960)
12585: (6712, 15408)
12586: (10395, 10578)
12587: (1260, 9395)
12588: (8957, 8723)
12589: (8496, 10596)
12590: (2231, 14487)
12591: (7501, 14023)
12592: (7033, 7458)
12593: (11656, 10849)
12594: (11278, 8712)
12595: (6516, 22954)
12596: (12038, 20876)
12597: (13955, 16812)
12598: (11988, 16332)
12599: (10256, 8474)
12600: (6281, 16641)
12601: (7615, 21199)
12602: (3682, 7168)
12603: (3919, 9431)
12604: (4221, 10030)
12605: (12786, 12515)
12606: (14458, 15759)
12607: (8220, 2772)
12608: (12196, 10424)
12609: (9008, 21874)
12610: (13743, 5205)
12611: (11641, 8634)
12612: (14289, 2662)
12613: (11270, 4540)
12614: (13431, 5906)
12615: (11676, 10609)
12616: (4078, 6922)
12617: (13351, 10591)
12618: (13156, 10027)
12619: (14233, 15155)
12620: (10883, 13348)
12621: (7992, 22899)
12622: (17713, 12684)
12623: (10058, 18340)
12624: (9521, 14078)
12625: (8641, 19411)
12626: (10588, 16959)
12627: (14477, 12791)
12628: (12822, 11283)
12629: (2453, 8117)
12630: (11081, 1832)
12631: (12464, 12012)
12632: (5726, 3207)
12633: (14642, 12073)
12634: (14628, 12159)
12635: (13536, 1169)
12636: (3517, 7494)
12637: (3884, 9663)
12638: (3460, 1529)
12639: (7597, 12329)
12640: (5674, 10228)
12641: (15464, 13087)
12642: (14048, 12902)
12643: (14640, 19623)
12644: (13685, 19813)
12645: (3317, 16946)
12646: (11311, 13965)
12647: (3556, 9814)
12648: (12969, 16445)
12649: (12612, 16350)
12650: (10387, 13558)
12651: (6288, 22986)
12652: (3859, 19524)
12653: (11530, 12681)
12654: (8755, 11234)
12655: (8824, 9793)
12656: (7101, 21123)
12657: (11164, 18008)
12658: (1295, 9205)
12659: (5201, 10776)
12660: (12257, 18183)
12661: (11563, 21044)
12662: (9946, 7696)
12663: (15552, 18111)
12664: (11934, 15020)
12665: (3988, 1847)
12666: (9929, 12918)
12667: (11523, 12233)
12668: (7051, 16434)
12669: (3487, 10152)
12670: (10097, 16257)
12671: (8776, 21967)
12672: (13836, 11188)
12673: (10321, 6221)
12674: (4068, 7478)
12675: (4344, 10295)
12676: (3709, 10482)
12677: (14166, 11685)
12678: (16282, 12099)
12679: (4159, 2845)
12680: (13636, 4893)
12681: (10548, 9504)
12682: (3369, 6069)
12683: (6141, 19681)
12684: (7159, 9119)
12685: (3347, 8363)
12686: (14577, 9985)
12687: (13348, 11916)
12688: (8958, 10748)
12689: (8698, 12604)
12690: (9927, 9795)
12691: (5341, 8688)
12692: (10965, 9523)
12693: (3994, 6898)
12694: (2879, 6512)
12695: (9362, 10329)
12696: (15763, 16830)
12697: (7868, 23034)
12698: (12740, 5920)
12699: (12798, 15242)
12700: (7821, 23031)
12701: (1412, 8507)
12702: (9788, 12701)
12703: (8996, 19769)
12704: (10364, 2504)
12705: (3858, 10137)
12706: (3906, 10479)
12707: (2017, 8806)
12708: (4078, 9642)
12709: (3830, 10020)
12710: (3455, 797)
12711: (6441, 3922)
12712: (3936, 10582)
12713: (7766, 22537)
12714: (7541, 7983)
12715: (12540, 21075)
12716: (4787, 16269)
12717: (11515, 16376)
12718: (14107, 18228)
12719: (3068, 14952)
12720: (10065, 892)
12721: (5153, 14437)
12722: (11848, 20210)
12723: (13787, 21474)
12724: (8173, 1942)
12725: (10403, 9602)
12726: (8361, 4012)
12727: (6773, 4887)
12728: (6473, 13974)
12729: (8369, 12471)
12730: (15623, 18001)
12731: (16273, 15886)
12732: (12520, 2107)
12733: (9127, 19781)
12734: (8998, 16541)
12735: (16898, 11702)
12736: (2030, 8843)
12737: (10376, 17001)
12738: (7492, 19272)
12739: (12581, 3012)
12740: (4440, 4688)
12741: (14670, 20391)
12742: (13026, 10419)
12743: (9235, 12890)
12744: (4070, 9209)
12745: (17307, 14762)
12746: (12503, 9954)
12747: (11224, 10037)
12748: (8638, 6249)
12749: (10246, 12499)
12750: (16655, 16586)
12751: (3144, 6520)
12752: (11184, 9097)
12753: (5988, 1220)
12754: (8424, 18726)
12755: (6519, 21471)
12756: (10226, 9536)
12757: (3563, 6237)
12758: (7355, 18220)
12759: (10051, 12923)
12760: (5065, 15858)
12761: (5206, 15789)
12762: (11814, 16320)
12763: (16168, 18193)
12764: (13096, 10336)
12765: (12281, 18565)
12766: (8843, 10013)
12767: (12860, 1380)
12768: (14033, 4476)
12769: (9755, 19481)
12770: (11661, 19788)
12771: (15899, 16716)
12772: (5886, 5167)
12773: (15465, 18444)
12774: (7777, 22943)
12775: (4365, 7175)
12776: (6770, 865)
12777: (9171, 1887)
12778: (6312, 2214)
12779: (9711, 8055)
12780: (11701, 12608)
12781: (13759, 11426)
12782: (12281, 14052)
12783: (6365, 16184)
12784: (8269, 509)
12785: (9980, 13352)
12786: (8426, 5133)
12787: (8866, 20492)
12788: (2723, 7767)
12789: (11336, 11285)
12790: (6156, 1376)
12791: (9372, 20317)
12792: (879, 8087)
12793: (9001, 11243)
12794: (4216, 10202)
12795: (10823, 9072)
12796: (8806, 9547)
12797: (8871, 20951)
12798: (6301, 8063)
12799: (5134, 7601)
12800: (4039, 10095)
12801: (9214, 12941)
12802: (6964, 16391)
12803: (8832, 4972)
12804: (13461, 17231)
12805: (12806, 16809)
12806: (7142, 20397)
12807: (7799, 20616)
12808: (13151, 12099)
12809: (12772, 7320)
12810: (9689, 1014)
12811: (9758, 1463)
12812: (9729, 17748)
12813: (12056, 11633)
12814: (702, 10752)
12815: (10100, 13068)
12816: (7395, 22537)
12817: (13804, 10430)
12818: (8671, 21067)
12819: (15650, 20444)
12820: (11515, 18662)
12821: (14498, 16596)
12822: (16124, 17691)
12823: (16360, 11622)
12824: (8037, 22858)
12825: (8907, 21759)
12826: (13949, 21270)
12827: (6443, 16006)
12828: (14815, 16990)
12829: (14404, 14036)
12830: (15072, 12789)
12831: (13458, 17531)
12832: (12050, 12015)
12833: (12074, 16357)
12834: (14802, 17813)
12835: (16357, 18721)
12836: (15862, 15409)
12837: (10308, 11452)
12838: (13285, 14331)
12839: (867, 12859)
12840: (12468, 14509)
12841: (8688, 9006)
12842: (17680, 11627)
12843: (10690, 19348)
12844: (13935, 21743)
12845: (8572, 22049)
12846: (15303, 19259)
12847: (5279, 4414)
12848: (13564, 4651)
12849: (15316, 12536)
12850: (16283, 14345)
12851: (15721, 16430)
12852: (9690, 12473)
12853: (10207, 11764)
12854: (6346, 2403)
12855: (12440, 9685)
12856: (10281, 13173)
12857: (3264, 9912)
12858: (16273, 12549)
12859: (13895, 4495)
12860: (11451, 1841)
12861: (14407, 10209)
12862: (12583, 14215)
12863: (15672, 15222)
12864: (8867, 11298)
12865: (14622, 12483)
12866: (17276, 14852)
12867: (3867, 10376)
12868: (13711, 12871)
12869: (16344, 15041)
12870: (11526, 13423)
12871: (12146, 15251)
12872: (9623, 9372)
12873: (9598, 9259)
12874: (14987, 12518)
12875: (784, 8767)
12876: (14759, 12095)
12877: (12463, 20497)
12878: (16559, 14114)
12879: (12487, 16841)
12880: (10060, 14107)
12881: (10735, 18774)
12882: (2034, 8593)
12883: (3691, 8038)
12884: (2077, 8598)
12885: (6414, 22477)
12886: (6370, 21507)
12887: (3969, 8625)
12888: (9148, 20399)
12889: (10197, 7649)
12890: (16213, 11273)
12891: (8839, 11970)
12892: (9248, 10450)
12893: (8333, 20238)
12894: (7610, 22673)
12895: (9056, 19826)
12896: (13485, 20598)
12897: (14678, 2852)
12898: (14192, 15277)
12899: (12605, 17238)
12900: (4957, 1065)
12901: (14685, 14679)
12902: (12649, 18753)
12903: (16322, 11497)
12904: (3438, 10221)
12905: (13329, 9875)
12906: (9947, 10126)
12907: (5845, 17614)
12908: (12658, 6317)
12909: (12269, 13244)
12910: (5060, 5295)
12911: (6548, 4286)
12912: (8468, 20196)
12913: (11969, 18539)
12914: (2844, 15439)
12915: (9091, 17194)
12916: (6001, 16833)
12917: (10045, 18535)
12918: (3330, 19096)
12919: (7317, 20106)
12920: (7840, 22650)
12921: (6219, 21292)
12922: (6997, 21310)
12923: (5408, 22959)
12924: (7504, 22505)
12925: (8789, 18165)
12926: (6933, 22525)
12927: (6779, 20833)
12928: (6681, 21402)
12929: (5796, 21545)
12930: (6269, 23373)
12931: (6393, 22020)
12932: (6798, 21761)
12933: (2131, 14330)
12934: (11674, 17780)
12935: (8668, 20044)
12936: (11259, 14477)
12937: (1276, 8038)
12938: (10826, 19148)
12939: (9989, 10905)
12940: (8976, 9768)
12941: (9586, 13154)
12942: (13138, 4635)
12943: (8240, 10608)
12944: (10843, 15303)
12945: (9996, 15109)
12946: (9988, 15185)
12947: (13987, 13132)
12948: (9544, 20949)
12949: (6161, 17077)
12950: (7735, 3948)
12951: (10906, 11251)
12952: (9112, 6847)
12953: (9626, 10034)
12954: (9700, 17294)
12955: (11161, 19286)
12956: (13122, 20304)
12957: (5919, 16530)
12958: (5374, 2999)
12959: (11439, 10867)
12960: (3710, 9156)
12961: (5272, 8594)
12962: (6516, 7853)
12963: (7214, 4978)
12964: (7917, 4844)
12965: (11807, 6566)
12966: (2178, 6036)
12967: (3427, 6705)
12968: (8980, 798)
12969: (3412, 1398)
12970: (9369, 8872)
12971: (10902, 2773)
12972: (5901, 5315)
12973: (9051, 8952)
12974: (8480, 7187)
12975: (4369, 7686)
12976: (8920, 7965)
12977: (8293, 8559)
12978: (9898, 18435)
12979: (4295, 12347)
12980: (9808, 12737)
12981: (10655, 10483)
12982: (13942, 1421)
12983: (3490, 17496)
12984: (3016, 17330)
12985: (7057, 15531)
12986: (2088, 10451)
12987: (13478, 11451)
12988: (5963, 17238)
12989: (11008, 13389)
12990: (5330, 23372)
12991: (12403, 9891)
12992: (8838, 3868)
12993: (7692, 22474)
12994: (9250, 10870)
12995: (1213, 6921)
12996: (13619, 2151)
12997: (13992, 1747)
12998: (7287, 21207)
12999: (7915, 4503)
13000: (13045, 6658)
13001: (12087, 12056)
13002: (10244, 4424)
13003: (5425, 1893)
13004: (9305, 19337)
13005: (2017, 7513)
13006: (12495, 9580)
13007: (9449, 10617)
13008: (6381, 4815)
13009: (10207, 16543)
13010: (11731, 15790)
13011: (12021, 16150)
13012: (7958, 19675)
13013: (8365, 19807)
13014: (8284, 10155)
13015: (14295, 2869)
13016: (11965, 9728)
13017: (13874, 11835)
13018: (9682, 13481)
13019: (14107, 11444)
13020: (14158, 10127)
13021: (13191, 9573)
13022: (8971, 4890)
13023: (8397, 1843)
13024: (10701, 10852)
13025: (16511, 18602)
13026: (9643, 3936)
13027: (9659, 15887)
13028: (7676, 20997)
13029: (8748, 20839)
13030: (13624, 16981)
13031: (6490, 18209)
13032: (12011, 20005)
13033: (7139, 22704)
13034: (11101, 14200)
13035: (8296, 20986)
13036: (7298, 23043)
13037: (8843, 12741)
13038: (5833, 21688)
13039: (10949, 11115)
13040: (15100, 11707)
13041: (17154, 11643)
13042: (7539, 6911)
13043: (8091, 6483)
13044: (13157, 12538)
13045: (16322, 15105)
13046: (13429, 2292)
13047: (11644, 2006)
13048: (12710, 2933)
13049: (11456, 11674)
13050: (4517, 8626)
13051: (11581, 11128)
13052: (14137, 12849)
13053: (13886, 11087)
13054: (13684, 11063)
13055: (11615, 11249)
13056: (12008, 10751)
13057: (13543, 11613)
13058: (12031, 11059)
13059: (1109, 7270)
13060: (8359, 21303)
13061: (11986, 19388)
13062: (14312, 11792)
13063: (4005, 15151)
13064: (13006, 17657)
13065: (11918, 10201)
13066: (3578, 1019)
13067: (12764, 5096)
13068: (11977, 941)
13069: (12900, 11265)
13070: (17774, 12750)
13071: (12078, 13045)
13072: (10834, 10612)
13073: (10830, 10514)
13074: (10906, 10530)
13075: (12399, 10540)
13076: (12714, 10442)
13077: (14217, 1390)
13078: (13713, 2570)
13079: (14436, 5188)
13080: (8754, 12742)
13081: (9758, 18563)
13082: (3929, 14407)
13083: (14036, 9598)
13084: (2651, 8280)
13085: (6909, 21360)
13086: (12190, 18435)
13087: (14544, 15772)
13088: (15020, 15324)
13089: (1043, 7328)
13090: (15401, 17989)
13091: (16261, 16045)
13092: (15375, 16797)
13093: (14903, 18030)
13094: (5424, 1283)
13095: (3648, 2283)
13096: (4768, 2451)
13097: (6815, 20981)
13098: (8813, 20803)
13099: (14289, 17204)
13100: (14569, 19066)
13101: (3561, 7051)
13102: (9014, 18765)
13103: (11802, 18669)
13104: (9838, 18790)
13105: (10155, 19288)
13106: (12838, 20808)
13107: (10607, 20072)
13108: (10627, 19982)
13109: (6083, 21781)
13110: (7328, 21797)
13111: (13049, 20045)
13112: (15598, 12758)
13113: (10748, 9638)
13114: (15088, 3298)
13115: (7405, 810)
13116: (12545, 5710)
13117: (12244, 11668)
13118: (12403, 4661)
13119: (13180, 6510)
13120: (15251, 14977)
13121: (10992, 9410)
13122: (14112, 20349)
13123: (9334, 11094)
13124: (11796, 12714)
13125: (10515, 18279)
13126: (7175, 20985)
13127: (10624, 10389)
13128: (10258, 1744)
13129: (9024, 10987)
13130: (11678, 11076)
13131: (10292, 13636)
13132: (9786, 12224)
13133: (3216, 5895)
13134: (2103, 7484)
13135: (3375, 9800)
13136: (12579, 13382)
13137: (13935, 10427)
13138: (2774, 6868)
13139: (13524, 12679)
13140: (10747, 5249)
13141: (12715, 4712)
13142: (8346, 12378)
13143: (13842, 12685)
13144: (9493, 11710)
13145: (9768, 19896)
13146: (10752, 10807)
13147: (9238, 2714)
13148: (13369, 6223)
13149: (15359, 11355)
13150: (6368, 17381)
13151: (12204, 15197)
13152: (9988, 5217)
13153: (8292, 7346)
13154: (2999, 6725)
13155: (12798, 7201)
13156: (12423, 11566)
13157: (13026, 20896)
13158: (9469, 9718)
13159: (9124, 8205)
13160: (14484, 22218)
13161: (10314, 9479)
13162: (12702, 9653)
13163: (11079, 17084)
13164: (17836, 12259)
13165: (12106, 11267)
13166: (15651, 12358)
13167: (13530, 11061)
13168: (11360, 9727)
13169: (13618, 10317)
13170: (10133, 3604)
13171: (11727, 11365)
13172: (12536, 8439)
13173: (12506, 8550)
13174: (12740, 14306)
13175: (15117, 21691)
13176: (11383, 9853)
13177: (3249, 8652)
13178: (1803, 7746)
13179: (2133, 6614)
13180: (9477, 18255)
13181: (1653, 7508)
13182: (12851, 10769)
13183: (12728, 9823)
13184: (13134, 11607)
13185: (12482, 10898)
13186: (13251, 12148)
13187: (7936, 7924)
13188: (7930, 7715)
13189: (2792, 9375)
13190: (9857, 12094)
13191: (13033, 20208)
13192: (16289, 11273)
13193: (3400, 16052)
13194: (12536, 21044)
13195: (14150, 10320)
13196: (8076, 22510)
13197: (8860, 8791)
13198: (12578, 13562)
13199: (13329, 10614)
13200: (15118, 4317)
13201: (11063, 8254)
13202: (15634, 3891)
13203: (14508, 15302)
13204: (9785, 16027)
13205: (3232, 8019)
13206: (7548, 2114)
13207: (12645, 3413)
13208: (15327, 3931)
13209: (5746, 4433)
13210: (12516, 9223)
13211: (10674, 10960)
13212: (8566, 10757)
13213: (15601, 16723)
13214: (13193, 13167)
13215: (4307, 6741)
13216: (10078, 11357)
13217: (7028, 21554)
13218: (7045, 21532)
13219: (13854, 16724)
13220: (8036, 21108)
13221: (9698, 20670)
13222: (10217, 13682)
13223: (6298, 23212)
13224: (12765, 9552)
13225: (12725, 9467)
13226: (13028, 7793)
13227: (11698, 10817)
13228: (4339, 1574)
13229: (11320, 9397)
13230: (10728, 4978)
13231: (15293, 4218)
13232: (14059, 2052)
13233: (1126, 11427)
13234: (9575, 12250)
13235: (10375, 18870)
13236: (7408, 21076)
13237: (8875, 19692)
13238: (2881, 8162)
13239: (8556, 20319)
13240: (10177, 3457)
13241: (4031, 1062)
13242: (3923, 1356)
13243: (13656, 2659)
13244: (11932, 10433)
13245: (1311, 12431)
13246: (6292, 21670)
13247: (15190, 15104)
13248: (12007, 9396)
13249: (13839, 15837)
13250: (12212, 10955)
13251: (11903, 11262)
13252: (9967, 11287)
13253: (7589, 22487)
13254: (12356, 12226)
13255: (10610, 10926)
13256: (13932, 11337)
13257: (10141, 12033)
13258: (8429, 18340)
13259: (14122, 13127)
13260: (13420, 19334)
13261: (15820, 19868)
13262: (15773, 19700)
13263: (12512, 13570)
13264: (7714, 19708)
13265: (11816, 14203)
13266: (14486, 17852)
13267: (7698, 18387)
13268: (9793, 18203)
13269: (9704, 11762)
13270: (2373, 8093)
13271: (12112, 7522)
13272: (11780, 14147)
13273: (12052, 4138)
13274: (3798, 7637)
13275: (13691, 5519)
13276: (9383, 19303)
13277: (11337, 19192)
13278: (15583, 17011)
13279: (11283, 10399)
13280: (14171, 20713)
13281: (8627, 20798)
13282: (9381, 9129)
13283: (1083, 6965)
13284: (15414, 21132)
13285: (13706, 1739)
13286: (13812, 1440)
13287: (12916, 6649)
13288: (9776, 13425)
13289: (9418, 6385)
13290: (8808, 20147)
13291: (9090, 20729)
13292: (10263, 10496)
13293: (16335, 14873)
13294: (12088, 13331)
13295: (14461, 15189)
13296: (10769, 17537)
13297: (13111, 11494)
13298: (17135, 13656)
13299: (17227, 13185)
13300: (15509, 19074)
13301: (11369, 8383)
13302: (16650, 14747)
13303: (13612, 13709)
13304: (16366, 16295)
13305: (11607, 13457)
13306: (12329, 11583)
13307: (12444, 10983)
13308: (9286, 12871)
13309: (10160, 12159)
13310: (13669, 12264)
13311: (4996, 7951)
13312: (16041, 15866)
13313: (17801, 12626)
